latent_dim,lstm_hidden,learning_rate,batch_size,epochs,opt_precision,opt_recall,max_precision,max_recall,f1_precision,f1_recall,auc,avg_precision
12,24,0.001,10,30,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8214870619063216,0.7889730282001245
12,24,0.001,12,15,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8134621683589911,0.7842396983470533
12,24,0.001,12,20,0.9183673469387755,0.6338028169014085,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8205044218801179,0.7834815266045309
12,24,0.001,12,25,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.817829457364341,0.7850360193676025
12,24,0.001,12,30,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8117698438694182,0.7819261064523161
12,24,0.002,6,15,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8223605197073917,0.7858973801966243
12,24,0.002,6,20,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8127524838956217,0.7823957505148088
12,24,0.002,6,25,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8231247952833278,0.7861840720416784
12,24,0.002,6,30,0.9215686274509803,0.6619718309859155,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8194125996287804,0.7828798861774879
12,24,0.002,8,15,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8074571459766349,0.779967130193716
12,24,0.002,8,20,0.9,0.6338028169014085,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8134621683589911,0.7814891313200489
12,24,0.002,8,25,0.9090909090909091,0.704225352112676,1.0,0.014084507042253521,0.9090909090909091,0.704225352112676,0.817010590675838,0.7888213462027345
12,24,0.002,8,30,0.9019607843137255,0.647887323943662,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8072387815263675,0.7777350714641074
12,24,0.002,10,15,0.92,0.647887323943662,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8229064308330603,0.785093851423188
12,24,0.002,10,20,0.9183673469387755,0.6338028169014085,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8181570040397423,0.785053324382766
12,24,0.002,10,25,0.9183673469387755,0.6338028169014085,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8140626705972268,0.7831329820584697
12,24,0.002,10,30,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8069658259635331,0.7800122076894856
12,24,0.002,12,15,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8164646795501692,0.7876138949314286
12,24,0.002,12,20,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.823889070859264,0.7867570031978635
12,24,0.002,12,25,0.9,0.6338028169014085,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8206681952178185,0.7854618709180788
12,24,0.002,12,30,0.9215686274509803,0.6619718309859155,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8064745059504312,0.779626294779938
12,24,0.005,6,15,0.9230769230769231,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8207773774429523,0.7857154028671579
12,24,0.005,6,20,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.823943661971831,0.7866666392475923
12,24,0.005,6,25,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8186483240528442,0.7862663309058513
12,24,0.005,6,30,0.9056603773584906,0.676056338028169,1.0,0.014084507042253521,0.8928571428571429,0.704225352112676,0.8275466754012446,0.7885109027730762
